title,preptime,category,ingredients,instructions,picture_link,recipeby,calories,carbohydrates,sodium,cholestrol,fat,protiens,Main_Category
Mashed Sweet Potatoes,15 mins ,Side Dish#Vegetables#Sweet Potatoes,"6 sweet potatoes, peeled and cubed# ¾ cup milk# ½ cup butter# ¾ cup maple syrup","Bring a large pot of salted water to a boil. Add potatoes and cook until tender, 20 to 30 minutes.# With an electric mixer on low, blend potatoes, slowly adding milk, about 1/2 a cup at a time. Use more or less to achieve desired texture. Add butter and maple syrup to taste. Blend until smooth. Serve warm.",https://imagesvc.meredithcorp.io/v3/mm/image?url=https%3A%2F%2Fstatic.onecms.io%2Fwp-content%2Fuploads%2Fsites%2F43%2F2021%2F11%2F16%2F21220-smashed-sweet-potatoes-mfs366-2x1-1.jpg,RAINSPIRIT,353,50.9g,160.1mg.,43.1mg,16.2g,2.9g,Side Dish
Traditional Filipino Lumpia,45 mins ,Appetizers and Snacks#Wraps and Rolls,"1 tablespoon vegetable oil# 1 pound ground pork# 2 cloves garlic, crushed# ½ cup chopped onion# ½ cup minced carrots# ½ cup chopped green onions# ½ cup thinly sliced green cabbage# 1 teaspoon ground black pepper# 1 teaspoon salt# 1 teaspoon garlic powder# 1 teaspoon soy sauce# 30 lumpia wrappers# 2 cups vegetable oil for frying","Place a wok or large skillet over high heat, and pour in 1 tablespoon vegetable oil. Cook pork, stirring frequently, until no pink is showing. Remove pork from pan and set aside. Drain grease from pan, leaving a thin coating. Cook garlic and onion in the same pan for 2 minutes. Stir in the cooked pork, carrots, green onions, and cabbage. Season with pepper, salt, garlic powder, and soy sauce. Remove from heat, and set aside until cool enough to handle.# Place three heaping tablespoons of the filling diagonally near one corner of each wrapper, leaving a 1 1/2 inch space at both ends. Fold the side along the length of the filling over the filling, tuck in both ends, and roll neatly. Keep the roll tight as you assemble. Moisten the other side of the wrapper with water to seal the edge. Cover the rolls with plastic wrap to retain moisture.# Heat a heavy skillet over medium heat, add oil to 1/2 inch depth, and heat for 5 minutes. Slide 3 or 4 lumpia into the oil. Fry the rolls for 1 to 2 minutes, until all sides are golden brown. Drain on paper towels. Serve immediately.",https://imagesvc.meredithcorp.io/v3/mm/image?url=https%3A%2F%2Fstatic.onecms.io%2Fwp-content%2Fuploads%2Fsites%2F43%2F2021%2F11%2F16%2F21220-smashed-sweet-potatoes-mfs366-2x1-1.jpg,LILQTPINAY23,168,11g,287.8mg.,23.2mg,10.5g,7g,Appetizers and Snacks
Mardi Gras King Cake,1 hr ,Desserts#Cakes#Holiday Cake Recipes,"1 cup milk# ¼ cup butter# 2 (.25 ounce) packages active dry yeast# …” cup warm water (110 degrees F/45 degrees C)# ½ cup white sugar# 2 eggs# ½ teaspoons salt# ½ teaspoon freshly grated nutmeg# ½ cups all-purpose flour# 1 cup packed brown sugar# 1 tablespoon ground cinnamon# …” cup chopped pecans# ½ cup all-purpose flour# ½ cup raisins# ½ cup melted butter# ""1 cup confectioners sugar"", 1 tablespoon water","Scald milk, remove from heat and stir in 1/4 cup of butter. Allow mixture to cool to room temperature. In a large bowl, dissolve yeast in the warm water with 1 tablespoon of the white sugar. Let stand until creamy, about 10 minutes.# When yeast mixture is bubbling, add the cooled milk mixture. Whisk in the eggs. Stir in the remaining white sugar, salt and nutmeg. Beat the flour into the milk/egg mixture 1 cup at a time. When the dough has pulled together, turn it out onto a lightly floured surface and knead until smooth and elastic, about 8 to 10 minutes.# Lightly oil a large bowl, place the dough in the bowl and turn to coat with oil. Cover with a damp cloth or plastic wrap and let rise in a warm place until doubled in volume, about 2 hours. When risen, punch down and divide dough in half.# Preheat oven to 375 degrees F (190 degrees C). Grease 2 cookie sheets or line with parchment paper.# To Make Filling: Combine the brown sugar, ground cinnamon, chopped pecans, 1/2 cup flour and 1/2 cup raisins. Pour 1/2 cup melted butter over the cinnamon mixture and mix until crumbly.# Roll dough halves out into large rectangles (approximately 10x16 inches or so). Sprinkle the filling evenly over the dough and roll up each half tightly like a jelly roll, beginning at the wide side. Bring the ends of each roll together to form 2 oval shaped rings. Place each ring on a prepared cookie sheet. With scissors make cuts 1/3 of the way through the rings at 1 inch intervals. Let rise in a warm spot until doubled in size, about 45 minutes.# ""Bake in preheated oven for 30 minutes. Push the doll into the bottom of the cake. Frost while warm with the confectioners sugar blended with 1 to 2 tablespoons of water.""",https://imagesvc.meredithcorp.io/v3/mm/image?url=https%3A%2F%2Fimages.media-allrecipes.com%2Fuserphotos%2F5071873.jpg,Jo,418,68.7g,300.5mg.,47.3mg,13.4g,7.2g,Desserts
Beef Bulgogi,10 mins ,World Cuisine#Asian#Korean,"1 pound flank steak, thinly sliced# 5 tablespoons soy sauce# ½ tablespoons white sugar# ¼ cup chopped green onion# 2 tablespoons minced garlic# 2 tablespoons sesame seeds# 2 tablespoons sesame oil# ½ teaspoon ground black pepper","Place the beef in a shallow dish. Combine soy sauce, sugar, green onion, garlic, sesame seeds, sesame oil, and ground black pepper in a small bowl. Pour over beef. Cover and refrigerate for at least 1 hour or overnight.# Preheat an outdoor grill for high heat, and lightly oil the grate.# Quickly grill beef on hot grill until slightly charred and cooked through, 1 to 2 minutes per side.",https://imagesvc.meredithcorp.io/v3/mm/image?url=https%3A%2F%2Fimages.media-allrecipes.com%2Fuserphotos%2F8559236.jpg&w=1200&h=678&c=sc&poi=face&q=60,Tenny Sharp,232,12.4g,1157.4mg.,27.2mg,13.2g,16.2g,World Cuisine
Marinated Tuna Steak,10 mins ,Seafood#Fish#Tuna,"¼ cup orange juice# ¼ cup soy sauce# 2 tablespoons olive oil# 1 tablespoon lemon juice# 2 tablespoons chopped fresh parsley# 1 clove garlic, minced# ½ teaspoon chopped fresh oregano# ½ teaspoon ground black pepper# 4 (4 ounce) tuna steaks","In a large non-reactive dish, mix together the orange juice, soy sauce, olive oil, lemon juice, parsley, garlic, oregano, and pepper. Place the tuna steaks in the marinade and turn to coat. Cover, and refrigerate for at least 30 minutes.# Preheat grill for high heat.# Lightly oil grill grate. Cook the tuna steaks for 5 to 6 minutes, then turn and baste with the marinade. Cook for an additional 5 minutes, or to desired doneness. Discard any remaining marinade.",https://imagesvc.meredithcorp.io/v3/mm/image?url=https%3A%2F%2Fstatic.onecms.io%2Fwp-content%2Fuploads%2Fsites%2F43%2F2020%2F07%2F22%2F1608428.jpg,LINKYJ,200,3.7g,944.6mg.,50.6mg,7.9g,27.4g,Seafood
Slow-Cooker Corned Beef and Cabbage,15 mins ,Main Dishes#Beef#Corned Beef Recipes,"4 large carrots, peeled and cut into matchstick pieces# 10 baby red potatoes, quartered# 1 onion, peeled and cut into bite-sized pieces# 4 cups water# 1 (4 pound) corned beef brisket with spice packet# 6 ounces beer# ½ head cabbage, coarsely chopped","Place the carrots, potatoes, and onion into the bottom of a slow cooker, pour in the water, and place the brisket on top of the vegetables. Pour the beer over the brisket. Sprinkle on the spices from the packet, cover, and set the cooker on High.# Cook the brisket for about 8 hours. An hour before serving, stir in the cabbage and cook for 1 more hour.",https://imagesvc.meredithcorp.io/v3/mm/image?url=https%3A%2F%2Fstatic.onecms.io%2Fwp-content%2Fuploads%2Fsites%2F43%2F2020%2F01%2F2152835.jpg,LUSYRSGIRL,473,49.5g,1280.6mg.,99.5mg,19.6g,23.6g,Main Dishes
Chef John's Buttermilk Biscuits,20 mins ,Bread#Quick Bread Recipes#Biscuits,"2 cups all-purpose flour# 2 teaspoons baking powder# 1 teaspoon salt# ¼ teaspoon baking soda# 7 tablespoons unsalted butter, chilled in freezer and cut into thin slices# ¾ cup cold buttermilk# 2 tablespoons buttermilk for brushing","Preheat oven to 425 degrees F (220 degrees C).# Line a baking sheet with a silicone baking mat or parchment paper.# Whisk flour, baking powder, salt, and baking soda together in a large bowl.# Cut butter into flour mixture with a pastry blender until the mixture resembles coarse crumbs, about 5 minutes.# Make a well in the center of butter and flour mixture. Pour in 3/4 cup buttermilk; stir until just combined.# Turn dough onto a floured work surface, pat together into a rectangle.# Fold the rectangle in thirds. Turn dough a half turn, gather any crumbs, and flatten back into a rectangle. Repeat twice more, folding and pressing dough a total of three times.# Roll dough on a floured surface to about 1/2 inch thick.# Cut out 12 biscuits using a 2 1/2-inch round biscuit cutter.# Transfer biscuits to the prepared baking sheet. Press an indent into the top of each biscuit with your thumb.# Brush the tops of biscuits with 2 tablespoons buttermilk.# Bake in the preheated oven until browned, about 15 minutes.",https://imagesvc.meredithcorp.io/v3/mm/image?url=https%3A%2F%2Fstatic.onecms.io%2Fwp-content%2Fuploads%2Fsites%2F43%2F2019%2F12%2Fchef-johns-biscuits.jpg,Chef John,143,17g,321.3mg.,18.5mg,7.1g,2.8g,Bread
Fluffy French Toast,10 mins ,Breakfast and Brunch#French Toast Recipes,¼ cup all-purpose flour# 1 cup milk# 1 pinch salt# 3 eggs# ½ teaspoon ground cinnamon# 1 teaspoon vanilla extract# 1 tablespoon white sugar# 12 thick slices bread,"Measure flour into a large mixing bowl. Slowly whisk in the milk. Whisk in the salt, eggs, cinnamon, vanilla extract and sugar until smooth.# Heat a lightly oiled griddle or frying pan over medium heat.# Soak bread slices in mixture until saturated. Cook bread on each side until golden brown. Serve hot.",https://imagesvc.meredithcorp.io/v3/mm/image?url=https%3A%2F%2Fstatic.onecms.io%2Fwp-content%2Fuploads%2Fsites%2F43%2F2020%2F02%2Ffluffy-french-toast.jpg,deleteduser,123,19.4g,230.2mg.,48.1mg,2.7g,4.8g,Breakfast and Brunch
The Best Steak Marinade,5 mins ,Side Dish#Sauces and Condiments#Marinade Recipes,¼ cup olive oil# ¼ cup balsamic vinegar# ¼ cup Worcestershire sauce# ¼ cup soy sauce# 2 teaspoons Dijon mustard# 2 teaspoons minced garlic# 1 pinch salt and pepper to taste,"Mix olive oil, balsamic vinegar, Worcestershire sauce, soy sauce, Dijon mustard, and garlic in a small bowl. Season with salt and pepper.",https://imagesvc.meredithcorp.io/v3/mm/image?url=https%3A%2F%2Fstatic.onecms.io%2Fwp-content%2Fuploads%2Fsites%2F43%2F2021%2F07%2F07%2F7968044-the-best-steak-marinade-trusted-brands.jpeg,SweetCravings,156,7.8g,1135.4mg.,0,13.5g,1.2g,Side Dish
Slow Cooker Chili II,15 mins ,Soups# Stews and Chili Recipes#Chili Recipes#Beef Chili Recipes,"1 pound ground beef# ¾ cup diced onion# ¾ cup diced celery# ¾ cup diced green bell pepper# 2 cloves garlic, minced# 2 (10.75 ounce) cans tomato puree# 1 (15 ounce) can kidney beans with liquid# 1 (15 ounce) can kidney beans, drained# 1 (15 ounce) can cannellini beans with liquid# ½ tablespoon chili powder# ½ teaspoon dried parsley# 1 teaspoon salt# ¾ teaspoon dried basil# ¾ teaspoon dried oregano# ¼ teaspoon ground black pepper# …› teaspoon hot pepper sauce","Place the beef in a skillet over medium heat, and cook until evenly brown. Drain grease.# Place the beef in a slow cooker, and mix in onion, celery, green bell pepper, garlic, tomato puree, kidney beans, and cannellini beans. Season with chili powder, parsley, salt, basil, oregano, black pepper, and hot pepper sauce.# Cover, and cook 8 hours on Low.",https://imagesvc.meredithcorp.io/v3/mm/image?url=https%3A%2F%2Fstatic.onecms.io%2Fwp-content%2Fuploads%2Fsites%2F43%2F2020%2F01%2Fslow-cooker-chili-ii.jpg,deleteduser,273,33.4g,975mg.,34.4mg,7.6g,18.9g,Soups
Chef John's Chicken French,15 mins ,Meat and Poultry#Chicken#Breast#Skillet,"4 eggs# 2 tablespoons milk# 1 cup all-purpose flour# 1 tablespoon salt# 1 teaspoon ground black pepper# 1 pinch cayenne pepper# ½ pounds skinless, boneless chicken breast cutlets, pounded flat# 2 tablespoons olive oil# 1 tablespoon butter# 1 cup vegetable broth# ½ cup dry sherry# 2 lemons, juiced# ¼ cup cold butter, cut into chunks# 1 tablespoon chopped fresh flat-leaf parsley# salt and ground black pepper to taste","Beat eggs and milk together in a shallow bowl. Whisk flour, salt, black pepper, and cayenne pepper together in another shallow bowl.# Gently press chicken into flour mixture to coat; shake off excess flour. Dip into egg mixture and coat completely.# Heat olive oil and 1 tablespoon butter together in a large skillet over medium heat. Cook chicken in hot oil until lightly browned, 2 to 3 minutes per side. Transfer chicken to a plate.# Cook and stir vegetable broth, sherry, and lemon juice in the same skillet; bring to a boil and cook until sauce is reduced by half. Remove from heat and add cold butter chunks; stir until butter is melted and sauce is shiny and thickened, 1 to 2 minutes. Stir parsley into sauce and season with salt and pepper.# Return chicken to the skillet over medium heat, spoon sauce over the top, and cook until chicken is heated through and no longer pink in the center, 1 to 3 minutes more.",https://imagesvc.meredithcorp.io/v3/mm/image?url=https%3A%2F%2Fimages.media-allrecipes.com%2Fuserphotos%2F2026862.jpg,Chef John,627,31.5g,2305.4mg.,328.5mg,32.1g,48.4g,Meat and Poultry
